,player_id,player_name,association
1608,105626,Takanyi Garanganga,atp
809,102863,Takao Suzuki,atp
1466,105026,Takuto Niki,atp
896,103109,Talal Ouahabi,atp
3389,221883,Talia Gibson,wta
1811,108354,Talito Corrales,atp
1973,134868,Tallon Griekspoor,atp
2401,200581,Tamaka Takagi,wta
3216,211337,Tamara Korpatsch,wta
3284,214461,Tamara Zidansek,wta
2188,200009,Tamarine Tanasugarn,wta
2915,201550,Tamaryn Hendler,wta
499,102018,Tamer El Sawy,atp
2432,200624,Tami Whitlinger Jones,wta
2847,201481,Tamira Paszek,wta
3148,203526,Tammi Patterson,wta
2623,201194,Tammy Whittington,wta
2020,200307,Tao Mu,atp
746,102668,Tapio Nurminen,atp
3078,202478,Tara Moore,wta
2224,200045,Tara Snyder,wta
112,101109,Tarik Benhabiles,atp
1715,106121,Taro Daniel,atp
250,101448,Tasos Bavelas,atp
938,103230,Tasuku Iwami,atp
2239,200060,Tathiana Garbin,wta
2731,201364,Tatiana Golovin,wta
2516,200711,Tatiana Ignatieva,wta
2571,200775,Tatiana Kovaltchouk,wta
2242,200063,Tatiana Panova,wta
2677,201309,Tatiana Perebiynis,wta
2652,201284,Tatiana Poutchek,wta
3417,236955,Tatiana Prozorova,wta
2539,200734,Tatjana Jecmenica,wta
3252,213583,Tatjana Maria,wta
1507,105147,Tatsuma Ito,atp
3407,223194,Taylah Preston,wta
1097,103758,Taylor Dent,atp
1922,126203,Taylor Fritz,atp
3142,203501,Taylor Townsend,wta
3122,202694,Teliana Pereira,wta
1646,105815,Tennys Sandgren,atp
869,103026,Teo Susnjak,atp
2137,209279,Terence Atmane,atp
3182,206124,Tereza Martincova,wta
3114,202659,Tereza Mrdeza,wta
3124,202702,Tereza Smitkova,wta
2761,201395,Teryn Ashley,wta
2495,200689,Tessa Price,wta
3274,214219,Tessah Andrianjafitrimo,wta
613,102282,Tetsuya Chaen,atp
1336,104559,Teymuraz Gabashvili,atp
1859,111515,Thai Son Kwiatkowski,atp
1784,106423,Thanasi Kokkinakis,atp
2166,210494,Theo Papamalamis,atp
2049,202058,Thiago Agustin Tirante,atp
1167,103999,Thiago Alves,atp
1763,106329,Thiago Monteiro,atp
2067,205734,Thiago Seyboth Wild,atp
1522,105217,Thiemo De Bakker,atp
1071,103693,Thierry Ascione,atp
175,101285,Thierry Champion,atp
464,101945,Thierry Guardiola,atp
63,100942,Thierry Tulasne,atp
825,102902,Thomas Blake,atp
428,101861,Thomas Buchmayer,atp
656,102406,Thomas Dupre,atp
635,102358,Thomas Enqvist,atp
1551,105341,Thomas Fabbiano,atp
1939,126573,Thomas Fancutt,atp
167,101270,Thomas Gollwitzer,atp
71,100962,Thomas Hogstedt,atp
714,102563,Thomas Johansson,atp
734,102623,Thomas Larsen,atp
1009,103475,Thomas Messmer,atp
228,101404,Thomas Muster,atp
1812,108390,Thomas Prerovsky,atp
682,102473,Thomas Schiessling,atp
1545,105318,Thomas Schoorel,atp
701,102529,Thomas Shimada,atp
1482,105064,Thomaz Bellucci,atp
1244,104251,Ti Chen,atp
952,103282,Tiago Sousa,atp
2747,201381,Tian Tian Sun,wta
2805,201439,Tiffany Dabek,wta
2781,201415,Tiffany Welford,wta
1655,105853,Tigre Hank,atp
1503,105131,Tim Goransson,atp
670,102450,Tim Henman,atp
19,100689,Tim Mayotte,atp
1473,105047,Tim Puetz,atp
1483,105065,Tim Smyczek,atp
1945,126646,Tim Van Rijthoven,atp
3003,201693,Timea Babos,wta
2856,201490,Timea Bacsinszky,wta
971,103348,Timo Fleischfresser,atp
2082,207608,Timofey Skatov,atp
748,102675,Timur Ganiev,atp
2501,200695,Tina Krizan,wta
2301,200122,Tina Pisnik,wta
2784,201418,Ting Li,wta
257,101472,Tino Anda,atp
2110,208169,Titouan Droguet,atp
261,101479,Tj Middleton,atp
993,103424,Tobias Clemens,atp
1385,104735,Tobias Kamke,atp
1154,103964,Tobias Klein,atp
1203,104121,Tobias Summerer,atp
800,102842,Toby Mitchell,atp
676,102464,Todd Larkham,atp
389,101774,Todd Martin,atp
24,100728,Todd Nelson,atp
765,102751,Todd Perry,atp
1285,104379,Todd Reid,atp
1215,104167,Todd Widom,atp
73,100972,Todd Witsken,atp
443,101889,Todd Woodbridge,atp
317,101608,Tom Kempers,atp
102,101083,Tom Mercer,atp
98,101071,Tom Nijssen,atp
819,102883,Tom Spinks,atp
384,101765,Tomas Anzari,atp
1975,144642,Tomas Barrios Vera,atp
689,102494,Tomas Behrend,atp
1347,104607,Tomas Berdych,atp
1098,103761,Tomas Cakl,atp
273,101507,Tomas Carbonell,atp
834,102922,Tomas Catar,atp
2093,207830,Tomas Machac,atp
1988,144869,Tomas Martin Etcheverry,atp
251,101459,Tomas Nydahl,atp
1057,103626,Tomas Tenconi,atp
757,102720,Tomas Zib,atp
1213,104161,Tomislav Peric,atp
498,102015,Tomislav Prpic,atp
911,103163,Tommy Haas,atp
596,102235,Tommy Ho,atp
1924,126205,Tommy Paul,atp
1165,103990,Tommy Robredo,atp
1663,105888,Toni Androic,atp
1813,108429,Tony Bujan,atp
271,101502,Torben Theine,atp
1253,104272,Torsten Popp,atp
643,102373,Toshiaki Sakai,atp
919,103175,Toshihide Matsui,atp
176,101295,Toshihisa Tsuchihashi,atp
1814,108443,Toshitsugu Mori,atp
2422,200611,Tracey Morton Rodgers,wta
2634,201205,Tracy Almeda Singian,wta
2321,200397,Tracy Austin,wta
1233,104224,Travis Rettenmaier,atp
2024,200336,Trent Bryde,atp
276,101512,Trevor Kronemann,atp
892,103097,Trevor Spracklin,atp
877,103039,Tripp Phillips,atp
1716,106137,Tristan Lamasine,atp
2135,209262,Tristan Schoolkate,atp
2538,200733,Trudi Musgrave,wta
1637,105738,Tsung Hua Yang,atp
2816,201450,Tsvetana Pironkova,wta
1938,126555,Tung Lin Wu,atp
705,102538,Tuomas Ketola,atp
2193,200014,Tzipi Obziler,wta
168,101274,Udo Riglewski,atp
2013,200259,Ugo Blanchet,atp
1999,200005,Ugo Humbert,atp
1601,105590,Uladzimir Ignatik,atp
187,101324,Ulf Stenlund,atp
2014,200265,Ulises Blanch,atp
3174,205918,Ulrikke Eikeri,wta
1082,103716,Uros Vico,atp
2889,201524,Urszula Radwanska,wta
3257,213672,Usue Maitane Arconada,wta
238,101420,Vaclav Roubicek,atp
1761,106324,Vaclav Safranek,atp
1296,104439,Vadim Davletshin,atp
844,102957,Vadim Kutsenko,atp
2383,200555,Valda Lake,wta
2032,200473,Valentin Vacherot,atp
3163,204394,Valentini Grammatikopoulou,wta
3058,202443,Valeria Savinykh,wta
3059,202445,Valeria Solovieva,wta
2941,201576,Valerie Tetreault,wta
3015,202135,Vanessa Henke,wta
2570,200774,Vanessa Webb,wta
2813,201447,Vania King,wta
3001,201679,Varatchaya Wongteanchai,wta
3088,202491,Varvara Flink,wta
3349,219875,Varvara Gracheva,wta
2844,201478,Varvara Lepchenko,wta
1595,105577,Vasek Pospisil,atp
1018,103505,Vasilis Mazarakis,atp
2839,201473,Vasilisa Bardina,wta
239,101421,Veli Paloheimo,atp
2553,200748,Venus Williams,wta
2738,201371,Vera Dushevina,wta
3277,214304,Vera Lapko,wta
2697,201329,Vera Zvonareva,wta
3125,202705,Veronica Cepede Royg,wta
3194,206368,Veronika Kudermetova,wta
2393,200570,Veronika Martinek,wta
2935,201570,Vesna Dolonc,wta
294,101570,Vicente Solves,atp
1704,106066,Victor Baluda,atp
1169,104003,Victor Crivoi,atp
1053,103607,Victor Estrella,atp
1111,103812,Victor Hanescu,atp
1220,104181,Victor Ionita,atp
731,102614,Victor Sendin,atp
2824,201458,Victoria Azarenka,wta
3093,202497,Victoria Duval,wta
3409,223286,Victoria Jimenez Kasintseva,wta
3062,202449,Victoria Larriere,wta
3240,211874,Victoria Rodriguez,wta
1932,126340,Viktor Durasovic,atp
1610,105634,Viktor Galovic,atp
481,101973,Viktor Nagy,atp
1370,104678,Viktor Troicki,atp
3272,214149,Viktoria Hruncakova,wta
2811,201445,Viktoria Kutuzova,wta
2644,201274,Viktoria Milvidskaia,wta
3149,203530,Viktorija Golubic,wta
3107,202600,Viktoriya Tomova,wta
651,102395,Ville Liukko,atp
3032,202331,Vilmarie Castellvi,wta
1367,104672,Vincent Millot,atp
665,102434,Vincent Spadea,atp
465,101947,Vincenzo Santopadre,atp
2884,201519,Violette Huck,wta
2617,201186,Virginia Humphreys Davies,wta
2297,200118,Virginia Ruano Pascual,wta
2591,201065,Virginie Buisson,wta
2724,201357,Virginie Pichet,wta
2222,200043,Virginie Razzano,wta
820,102885,Vishal Uppal,atp
1456,104986,Vishnu Vardhan,atp
2011,200240,Vit Kopriva,atp
2919,201554,Vitalia Diatchenko,wta
1953,126964,Vitaliy Sachko,atp
265,101484,Vladimir Gabrichidze,atp
914,103166,Vladimir Voltchkov,atp
329,101636,Wade Mcguire,atp
57,100923,Wally Masur,atp
1308,104473,Walter Trusendi,atp
440,101885,Wayne Arthurs,atp
615,102286,Wayne Black,atp
476,101965,Wayne Ferreira,atp
1357,104639,Wayne Odesnik,atp
648,102381,Werner Eschauer,atp
965,103325,Wesley Moodie,atp
969,103339,Wesley Whitehouse,atp
3334,215992,Whitney Osuigwe,wta
1977,144652,William Blumberg,atp
1815,108520,William Kyriakos,atp
2368,200506,Wiltrud Probst,wta
1816,108593,Wing Luen Wong,atp
1776,106397,Wishaya Trongcharoenchaikul,atp
229,101406,Wojtek Kowalski,atp
766,102753,Wolfgang Schranz,atp
1390,104753,Woong Sun Jun,atp
2663,201295,Wynne Prakusya,wta
617,102293,Xavier Avila,atp
289,101552,Xavier Daufresne,atp
1050,103598,Xavier Malisse,atp
3291,214646,Xiaodi You,wta
1760,106321,Xin Gao,atp
3342,216133,Xin Yu Wang,wta
1319,104501,Xin Yuan Yu,atp
3423,252587,Xinxin Yao,wta
3278,214386,Xinyu Gao,wta
2945,201580,Xinyun Han,wta
3336,216016,Xiyu Wang,wta
3195,206374,Yafan Wang,wta
70,100955,Yahiya Doumbia,atp
1550,105339,Yan Bai,atp
2948,201583,Yana Buchina,wta
2883,201518,Yanina Wickmayer,wta
1511,105161,Yann Marti,atp
1656,105870,Yannick Hanfmann,atp
1882,120424,Yannick Maden,atp
1447,104963,Yannick Mertens,atp
18,100676,Yannick Noah,atp
854,102982,Yaoki Ishii,atp
1717,106138,Yaraslav Shyla,atp
2834,201468,Yaroslava Shvedova,wta
1415,104839,Yassine Idmbarek,atp
452,101906,Yasufumi Yamamoto,atp
1695,106034,Yasutaka Uchiyama,atp
2459,200653,Yayuk Basuki,wta
2056,202168,Ye Cong Mo,atp
3331,215946,Ye Xin Ma,wta
1238,104229,Yen Hsun Lu,atp
628,102338,Yevgeny Kafelnikov,atp
3006,201703,Yi Fan Xu,wta
2973,201609,Yi Miao Zhou,wta
2176,212044,Yi Zhou,atp
2002,200059,Yibing Wu,atp
3098,202504,Ying Ying Duan,wta
3261,213837,Ylena In Albon,wta
2471,200665,Yone Kamio,wta
607,102263,Yong Il Yoon,atp
2681,201313,Yoon Jeong Cho,wta
1781,106415,Yoshihito Nishioka,atp
1965,133297,Yosuke Watanuki,atp
474,101962,Younes El Aynaoui,atp
2090,207794,Younes Lalami Laaroussi,atp
1403,104803,Younes Rachidi,atp
3170,204434,Ysaline Bonaventure,wta
2003,200075,Yshai Oliel,atp
2021,200318,Yu Hsiou Hsu,atp
383,101764,Yu Hui Lien,atp
1113,103817,Yu Jr Wang,atp
774,102772,Yu Zhang,atp
782,102790,Yu Zheng,atp
3190,206294,Yue Yuan,wta
3066,202455,Yue Yue Hu,wta
3430,260913,Yufei Ren,wta
1397,104781,Yuichi Ito,atp
1521,105216,Yuichi Sugita,atp
2518,200713,Yuka Yoshida,wta
1692,106026,Yuki Bhambri,atp
3337,216044,Yuki Naito,wta
2796,201430,Yulia Fedossova,wta
3009,201709,Yulia Putintseva,wta
2751,201385,Yuliana Fedak,wta
3432,263857,Yuliia Starodubtseva,wta
2743,201377,Yuliya Beygelzimer,wta
2808,201442,Yung Jan Chan,wta
1931,126283,Yunseong Chung,atp
984,103393,Yuri Schukin,atp
2944,201579,Yurika Sema,wta
3265,213908,Yuriko Miyazaki,wta
1927,126208,Yusuke Takahashi,atp
2054,202122,Yuta Shimizu,atp
3101,202508,Yuxuan Zhang,wta
946,103254,Yves Allegro,atp
2519,200714,Yvette Basting,wta
2789,201423,Yvonne Meusburger,wta
1133,103878,Zach Dailey,atp
2113,208260,Zachary Svajda,atp
1029,103530,Zack Fleishman,atp
2974,201610,Zarina Diyas,wta
852,102978,Zbynek Mlynarik,atp
1976,144645,Zdenek Kolar,atp
1598,105585,Ze Zhang,atp
962,103318,Zeljko Krajan,atp
3351,220309,Zeynep Sonmez,wta
3180,206107,Zhaoxuan Yang,wta
1406,104810,Zhe Li,atp
1843,111190,Zhizhen Zhang,atp
3397,222296,Zhuoxuan Bai,wta
2825,201459,Zi Yan,wta
2324,200404,Zina Garrison,wta
2016,200267,Zizou Bergs,atp
3061,202448,Zoe Gwen Scandalis,wta
3244,211941,Zoe Hives,wta
2666,201298,Zsofia Gubacsi,wta
2030,200436,Zsombor Piros,atp
2755,201389,Zuzana Kucova,wta
2702,201334,Zuzana Ondraskova,wta
